ZIP_CODE,BOROUGH,INSPECTION_DATE,count
10010,Manhattan,2011,52
11235,Brooklyn,2011,50
10039,Manhattan,2011,47
10305,Staten Island,2011,42
10314,Staten Island,2011,42
10462,Bronx,2011,41
11377,Queens,2011,41
10469,Bronx,2011,40
11218,Brooklyn,2011,38
11354,Queens,2011,37
11355,Queens,2011,36
10007,Manhattan,2011,35
10065,Manhattan,2011,34
10301,Staten Island,2011,34
11368,Queens,2011,33
10304,Staten Island,2011,32
11104,Queens,2011,32
11106,Queens,2011,32
11373,Queens,2011,32
10037,Manhattan,2011,31
10022,Manhattan,2011,30
10306,Staten Island,2011,29
10309,Staten Island,2011,27
11220,Brooklyn,2011,26
11433,Queens,2011,26
10473,Bronx,2011,25
11232,Brooklyn,2011,25
10474,Bronx,2011,24
11423,Queens,2011,24
10018,Manhattan,2011,23
11435,Queens,2011,23
11224,Brooklyn,2011,22
11210,Brooklyn,2011,21
11219,Brooklyn,2011,20
10302,Staten Island,2011,19
10017,Manhattan,2011,17
11236,Brooklyn,2011,17
11378,Queens,2011,17
11231,Brooklyn,2011,15
11208,Brooklyn,2011,14
11214,Brooklyn,2011,14
10475,Bronx,2011,12
10307,Staten Island,2011,11
10303,Staten Island,2011,10
10308,Staten Island,2011,10
10461,Bronx,2011,10
11379,Queens,2011,9
10310,Staten Island,2011,8
10463,Manhattan,2011,8
11375,Queens,2011,8
10466,Bronx,2011,7
11434,Queens,2011,7
10006,Manhattan,2011,6
10470,Bronx,2011,6
11102,Queens,2011,6
10005,Manhattan,2011,5
11417,Queens,2011,5
11421,Queens,2011,5
11691,Queens,2011,5
10004,Manhattan,2011,4
10471,Bronx,2011,4
11105,Queens,2011,4
11204,Brooklyn,2011,4
11223,Brooklyn,2011,4
11229,Brooklyn,2011,4
11367,Queens,2011,4
11412,Queens,2011,4
11418,Queens,2011,4
11419,Queens,2011,4
11230,Brooklyn,2011,3
11415,Queens,2011,3
11422,Queens,2011,3
11692,Queens,2011,3
10280,Manhattan,2011,2
10465,Bronx,2011,2
11209,Brooklyn,2011,2
11234,Brooklyn,2011,2
11370,Queens,2011,2
11374,Queens,2011,2
11413,Queens,2011,2
11414,Queens,2011,2
11416,Queens,2011,2
11420,Queens,2011,2
11356,Queens,2011,1
11358,Queens,2011,1
11365,Queens,2011,1
11428,Queens,2011,1
11429,Queens,2011,1
11436,Queens,2011,1
10457,Bronx,2010,737
10458,Bronx,2010,651
11221,Brooklyn,2010,569
10456,Bronx,2010,502
10031,Manhattan,2010,482
10468,Bronx,2010,481
11237,Brooklyn,2010,454
10009,Manhattan,2010,436
10459,Bronx,2010,426
10032,Manhattan,2010,413
10002,Manhattan,2010,412
10472,Bronx,2010,410
10013,Manhattan,2010,384
10014,Manhattan,2010,380
10029,Manhattan,2010,368
11206,Brooklyn,2010,354
11238,Brooklyn,2010,321
10027,Manhattan,2010,312
10024,Manhattan,2010,306
10453,Bronx,2010,304
11372,Queens,2010,303
10025,Manhattan,2010,297
11211,Brooklyn,2010,288
11217,Brooklyn,2010,285
11205,Brooklyn,2010,253
10026,Manhattan,2010,246
10033,Manhattan,2010,246
10128,Manhattan,2010,243
10003,Manhattan,2010,242
10467,Bronx,2010,241
10011,Manhattan,2010,220
10455,Bronx,2010,218
10012,Manhattan,2010,205
11233,Brooklyn,2010,204
11435,Queens,2010,199
10035,Manhattan,2010,197
10451,Bronx,2010,196
10019,Manhattan,2010,193
10452,Bronx,2010,190
10454,Bronx,2010,180
10040,Manhattan,2010,174
11216,Brooklyn,2010,171
10034,Manhattan,2010,169
10460,Bronx,2010,168
11432,Queens,2010,163
11213,Brooklyn,2010,156
10023,Manhattan,2010,154
10030,Manhattan,2010,152
11385,Queens,2010,145
11207,Brooklyn,2010,141
10036,Manhattan,2010,139
10028,Manhattan,2010,134
11201,Brooklyn,2010,131
11225,Brooklyn,2010,130
10016,Manhattan,2010,127
11215,Brooklyn,2010,116
11377,Queens,2010,115
11222,Brooklyn,2010,112
10038,Manhattan,2010,108
10021,Manhattan,2010,105
11368,Queens,2010,92
10001,Manhattan,2010,87
10039,Manhattan,2010,85
10018,Manhattan,2010,72
11101,Queens,2010,72
10022,Manhattan,2010,65
10010,Manhattan,2010,64
11226,Brooklyn,2010,63
10037,Manhattan,2010,62
11231,Brooklyn,2010,61
11212,Brooklyn,2010,60
10065,Manhattan,2010,56
10007,Manhattan,2010,53
10474,Bronx,2010,52
11235,Brooklyn,2010,51
10075,Manhattan,2010,47
11373,Queens,2010,47
11203,Brooklyn,2010,46
10463,Bronx,2010,44
11208,Brooklyn,2010,44
11220,Brooklyn,2010,42
10304,Staten Island,2010,40
10312,Staten Island,2010,40
10462,Bronx,2010,40
11433,Queens,2010,40
10301,Staten Island,2010,36
10303,Staten Island,2010,36
10305,Staten Island,2010,35
11106,Queens,2010,33
11232,Brooklyn,2010,32
10017,Manhattan,2010,29
11210,Brooklyn,2010,29
10469,Bronx,2010,28
10473,Bronx,2010,28
11104,Queens,2010,28
11420,Queens,2010,28
10006,Manhattan,2010,27
10314,Staten Island,2010,27
10302,Staten Island,2010,24
11224,Brooklyn,2010,23
11375,Queens,2010,22
10004,Manhattan,2010,21
11218,Brooklyn,2010,21
11423,Queens,2010,21
10306,Staten Island,2010,19
10310,Staten Island,2010,19
11214,Brooklyn,2010,17
10466,Bronx,2010,16
11230,Brooklyn,2010,16
11103,Queens,2010,13
11236,Brooklyn,2010,13
11412,Queens,2010,13
10280,Manhattan,2010,12
11369,Queens,2010,12
10309,Staten Island,2010,11
11691,Queens,2010,11
10308,Staten Island,2010,10
11219,Brooklyn,2010,10
11234,Brooklyn,2010,10
11417,Queens,2010,10
10475,Bronx,2010,9
11223,Brooklyn,2010,9
11379,Queens,2010,9
11411,Queens,2010,9
11355,Queens,2010,8
11434,Queens,2010,8
10005,Manhattan,2010,7
11354,Queens,2010,7
11415,Queens,2010,7
10471,Bronx,2010,6
11356,Queens,2010,6
11419,Queens,2010,6
11421,Queens,2010,6
11209,Brooklyn,2010,5
11229,Brooklyn,2010,5
11378,Queens,2010,5
11692,Queens,2010,5
10282,Manhattan,2010,4
11001,Queens,2010,4
11413,Queens,2010,4
11416,Queens,2010,4
11422,Queens,2010,4
11102,Queens,2010,3
11204,Brooklyn,2010,3
11239,Brooklyn,2010,3
11364,Queens,2010,3
11365,Queens,2010,3
11367,Queens,2010,3
10048,Manhattan,2010,2
10281,Manhattan,2010,2
10307,Staten Island,2010,2
10461,Bronx,2010,2
10470,Bronx,2010,2
11357,Queens,2010,2
11370,Queens,2010,2
11414,Queens,2010,2
11418,Queens,2010,2
11436,Queens,2010,2
11694,Queens,2010,2
10463,Manhattan,2010,1
10465,Bronx,2010,1
11105,Queens,2010,1
11358,Queens,2010,1
11374,Queens,2010,1
11426,Queens,2010,1
11428,Queens,2010,1
11429,Queens,2010,1
